unitid,institution name,year,Level and degree/certificate-seeking status of student,Grand total,American Indian or Alaska Native total,Asian total,Black or African American total,Hispanic or Latino total,Native Hawaiian or Other Pacific Islander total,White total,Two or more races total,Race/ethnicity unknown total,U.S. Nonresident total,IDX_E12
204796,Ohio State University-Main Campus,2020,All students total,66017,51,4708,4467,3265,35,41897,2477,2297,6820,-2
204796,Ohio State University-Main Campus,2020,"All students, Undergraduate total",49971,38,3827,3508,2399,30,32636,1998,1469,4066,-2
204796,Ohio State University-Main Campus,2020,"All students, Undergraduate, Degree/certificate-seeking total",48051,38,3628,3314,2291,29,31481,1918,1407,3945,-2
204796,Ohio State University-Main Campus,2020,"All students, Undergraduate, Degree/certificate-seeking, First-time",7765,5,698,488,454,2,4807,334,289,688,-2
204796,Ohio State University-Main Campus,2020,"All students, Undergraduate, Other degree/certificate-seeking",40286,33,2930,2826,1837,27,26674,1584,1118,3257,-2
204796,Ohio State University-Main Campus,2020,"All students, Undergraduate, Non-degree/certificate-seeking",1920,0,199,194,108,1,1155,80,62,121,-2
204796,Ohio State University-Main Campus,2020,"All students, Graduate",16046,13,881,959,866,5,9261,479,828,2754,-2
204796,Ohio State University-Main Campus,2020,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",5190,8,336,486,250,7,3506,241,146,210,-2
204796,Ohio State University-Main Campus,2020,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",35096,25,2594,2340,1587,20,23168,1343,972,3047,-2
204796,Ohio State University-Main Campus,2020,"Full-time students, Undergraduate total",43941,32,3397,2855,2083,26,28643,1736,1287,3882,-2
204796,Ohio State University-Main Campus,2020,"Full-time students, Undergraduate, Degree/certificate-seeking total",43722,32,3361,2822,2073,26,28557,1729,1281,3841,-2
204796,Ohio State University-Main Campus,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",7680,5,696,474,447,2,4754,328,286,688,-2
204796,Ohio State University-Main Campus,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",36042,27,2665,2348,1626,24,23803,1401,995,3153,-2
204796,Ohio State University-Main Campus,2020,"Full-time students, Undergraduate, Non-degree/certificate-seeking",219,0,36,33,10,0,86,7,6,41,-2
204796,Ohio State University-Main Campus,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",4349,6,293,389,207,6,2935,192,115,206,-2
204796,Ohio State University-Main Campus,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",31693,21,2372,1959,1419,18,20868,1209,880,2947,-2
204796,Ohio State University-Main Campus,2020,"Part-time students, Undergraduate total",6030,6,430,653,316,4,3993,262,182,184,-2
204796,Ohio State University-Main Campus,2020,"Part-time students, Undergraduate, Degree/certificate-seeking total",4329,6,267,492,218,3,2924,189,126,104,-2
204796,Ohio State University-Main Campus,2020,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",85,0,2,14,7,0,53,6,3,0,-2
204796,Ohio State University-Main Campus,2020,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",4244,6,265,478,211,3,2871,183,123,104,-2
204796,Ohio State University-Main Campus,2020,"Part-time students, Undergraduate, Non-degree/certificate-seeking",1701,0,163,161,98,1,1069,73,56,80,-2
204796,Ohio State University-Main Campus,2020,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",841,2,43,97,43,1,571,49,31,4,-2
204796,Ohio State University-Main Campus,2020,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",3403,4,222,381,168,2,2300,134,92,100,-2
240444,University of Wisconsin-Madison,2020,All students total,47831,107,3145,999,2585,38,30810,1563,1153,7431,-2
240444,University of Wisconsin-Madison,2020,"All students, Undergraduate total",35038,65,2485,692,1878,28,23571,1214,825,4280,-2
240444,University of Wisconsin-Madison,2020,"All students, Undergraduate, Degree/certificate-seeking total",32547,60,2280,629,1787,28,22351,1153,761,3498,-2
240444,University of Wisconsin-Madison,2020,"All students, Undergraduate, Degree/certificate-seeking, First-time",7621,10,651,116,440,6,5173,277,276,672,-2
240444,University of Wisconsin-Madison,2020,"All students, Undergraduate, Other degree/certificate-seeking",24926,50,1629,513,1347,22,17178,876,485,2826,-2
240444,University of Wisconsin-Madison,2020,"All students, Undergraduate, Non-degree/certificate-seeking",2491,5,205,63,91,0,1220,61,64,782,-2
240444,University of Wisconsin-Madison,2020,"All students, Graduate",12793,42,660,307,707,10,7239,349,328,3151,-2
240444,University of Wisconsin-Madison,2020,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1179,3,56,25,51,0,698,33,4,309,-2
240444,University of Wisconsin-Madison,2020,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",23747,47,1573,488,1296,22,16480,843,481,2517,-2
240444,University of Wisconsin-Madison,2020,"Full-time students, Undergraduate total",30791,54,2140,577,1668,23,20791,1087,737,3714,-2
240444,University of Wisconsin-Madison,2020,"Full-time students, Undergraduate, Degree/certificate-seeking total",30234,53,2125,574,1666,23,20749,1086,736,3222,-2
240444,University of Wisconsin-Madison,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",7582,10,650,115,435,6,5160,276,274,656,-2
240444,University of Wisconsin-Madison,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",22652,43,1475,459,1231,17,15589,810,462,2566,-2
240444,University of Wisconsin-Madison,2020,"Full-time students, Undergraduate, Non-degree/certificate-seeking",557,1,15,3,2,0,42,1,1,492,-2
240444,University of Wisconsin-Madison,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1115,3,54,21,46,0,648,32,3,308,-2
240444,University of Wisconsin-Madison,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",21537,40,1421,438,1185,17,14941,778,459,2258,-2
240444,University of Wisconsin-Madison,2020,"Part-time students, Undergraduate total",4247,11,345,115,210,5,2780,127,88,566,-2
240444,University of Wisconsin-Madison,2020,"Part-time students, Undergraduate, Degree/certificate-seeking total",2313,7,155,55,121,5,1602,67,25,276,-2
240444,University of Wisconsin-Madison,2020,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",39,0,1,1,5,0,13,1,2,16,-2
240444,University of Wisconsin-Madison,2020,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",2274,7,154,54,116,5,1589,66,23,260,-2
240444,University of Wisconsin-Madison,2020,"Part-time students, Undergraduate, Non-degree/certificate-seeking",1934,4,190,60,89,0,1178,60,63,290,-2
240444,University of Wisconsin-Madison,2020,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",64,0,2,4,5,0,50,1,1,1,-2
240444,University of Wisconsin-Madison,2020,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",2210,7,152,50,111,5,1539,65,22,259,-2
243780,Purdue University-Main Campus,2020,All students total,49027,64,4092,1480,2701,29,28564,1618,921,9558,-2
243780,Purdue University-Main Campus,2020,"All students, Undergraduate total",36989,38,3430,1089,2170,22,23272,1416,615,4937,-2
243780,Purdue University-Main Campus,2020,"All students, Undergraduate, Degree/certificate-seeking total",36186,37,3344,1053,2105,22,22721,1376,602,4926,-2
243780,Purdue University-Main Campus,2020,"All students, Undergraduate, Degree/certificate-seeking, First-time",8302,10,881,213,485,5,5169,336,110,1093,-2
243780,Purdue University-Main Campus,2020,"All students, Undergraduate, Other degree/certificate-seeking",27884,27,2463,840,1620,17,17552,1040,492,3833,-2
243780,Purdue University-Main Campus,2020,"All students, Undergraduate, Non-degree/certificate-seeking",803,1,86,36,65,0,551,40,13,11,-2
243780,Purdue University-Main Campus,2020,"All students, Graduate",12038,26,662,391,531,7,5292,202,306,4621,-2
243780,Purdue University-Main Campus,2020,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1505,1,54,33,86,1,800,37,26,467,-2
243780,Purdue University-Main Campus,2020,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",26379,26,2409,807,1534,16,16752,1003,466,3366,-2
243780,Purdue University-Main Campus,2020,"Full-time students, Undergraduate total",33097,34,3039,918,1846,19,20805,1244,540,4652,-2
243780,Purdue University-Main Campus,2020,"Full-time students, Undergraduate, Degree/certificate-seeking total",33092,34,3038,918,1846,19,20801,1244,540,4652,-2
243780,Purdue University-Main Campus,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",8201,9,880,209,474,5,5097,336,108,1083,-2
243780,Purdue University-Main Campus,2020,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",24891,25,2158,709,1372,14,15704,908,432,3569,-2
243780,Purdue University-Main Campus,2020,"Full-time students, Undergraduate, Non-degree/certificate-seeking",5,0,1,0,0,0,4,0,0,0,-2
243780,Purdue University-Main Campus,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1189,1,41,26,66,0,567,28,14,446,-2
243780,Purdue University-Main Campus,2020,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",23702,24,2117,683,1306,14,15137,880,418,3123,-2
243780,Purdue University-Main Campus,2020,"Part-time students, Undergraduate total",3892,4,391,171,324,3,2467,172,75,285,-2
243780,Purdue University-Main Campus,2020,"Part-time students, Undergraduate, Degree/certificate-seeking total",3094,3,306,135,259,3,1920,132,62,274,-2
243780,Purdue University-Main Campus,2020,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",101,1,1,4,11,0,72,0,2,10,-2
243780,Purdue University-Main Campus,2020,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",2993,2,305,131,248,3,1848,132,60,264,-2
243780,Purdue University-Main Campus,2020,"Part-time students, Undergraduate, Non-degree/certificate-seeking",798,1,85,36,65,0,547,40,13,11,-2
243780,Purdue University-Main Campus,2020,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",316,0,13,7,20,1,233,9,12,21,-2
243780,Purdue University-Main Campus,2020,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",2677,2,292,124,228,2,1615,123,48,243,-2
145637,University of Illinois Urbana-Champaign,2019,All students total,54985,28,8384,2917,5211,37,23196,1547,1525,12140,-2
145637,University of Illinois Urbana-Champaign,2019,Undergraduate,35883,19,6711,2127,4133,28,15553,1186,523,5603,-2
145637,University of Illinois Urbana-Champaign,2019,Graduate,19102,9,1673,790,1078,9,7643,361,1002,6537,-2
147767,Northwestern University,2019,All students total,25614,34,3608,1398,2148,16,11222,929,2091,4168,-2
147767,Northwestern University,2019,Undergraduate,9906,10,1675,625,1182,3,4487,535,573,816,-2
147767,Northwestern University,2019,Graduate,15708,24,1933,773,966,13,6735,394,1518,3352,-2
151351,Indiana University-Bloomington,2019,All students total,46423,43,2724,2232,2897,18,30233,1834,246,6196,-2
151351,Indiana University-Bloomington,2019,Undergraduate,34843,32,2022,1754,2386,9,23674,1588,87,3291,-2
151351,Indiana University-Bloomington,2019,Graduate,11580,11,702,478,511,9,6559,246,159,2905,-2
153658,University of Iowa,2019,All students total,35339,66,1616,1117,2549,30,24376,1053,1339,3193,-2
153658,University of Iowa,2019,Undergraduate,26596,48,1128,834,2102,24,18704,837,878,2041,-2
153658,University of Iowa,2019,Graduate,8743,18,488,283,447,6,5672,216,461,1152,-2
170976,University of Michigan-Ann Arbor,2019,All students total,48218,72,6070,2102,2964,20,25623,1820,2222,7325,-2
170976,University of Michigan-Ann Arbor,2019,Undergraduate,31206,38,4537,1346,1959,16,18052,1395,1438,2425,-2
170976,University of Michigan-Ann Arbor,2019,Graduate,17012,34,1533,756,1005,4,7571,425,784,4900,-2
171100,Michigan State University,2019,All students total,55332,121,3086,3948,2661,56,36258,1614,621,6967,-2
171100,Michigan State University,2019,Undergraduate,42492,79,2404,3251,2058,34,28609,1362,318,4377,-2
171100,Michigan State University,2019,Graduate,12840,42,682,697,603,22,7649,252,303,2590,-2
174066,University of Minnesota-Twin Cities,2019,All students total,61787,203,5435,2876,2708,48,37899,2045,3880,6693,-2
174066,University of Minnesota-Twin Cities,2019,Undergraduate,43828,127,4298,2285,2025,38,27679,1583,2525,3268,-2
174066,University of Minnesota-Twin Cities,2019,Graduate,17959,76,1137,591,683,10,10220,462,1355,3425,-2
204796,Ohio State University-Main Campus,2019,All students total,66178,57,4470,4241,3005,28,42637,2373,2382,6985,-2
204796,Ohio State University-Main Campus,2019,Undergraduate,50053,43,3569,3326,2204,24,33241,1913,1542,4191,-2
204796,Ohio State University-Main Campus,2019,Graduate,16125,14,901,915,801,4,9396,460,840,2794,-2
240444,University of Wisconsin-Madison,2019,All students total,47392,109,2870,1040,2404,41,31219,1435,896,7378,-2
240444,University of Wisconsin-Madison,2019,Undergraduate,34640,68,2216,730,1786,30,23838,1129,527,4316,-2
240444,University of Wisconsin-Madison,2019,Graduate,12752,41,654,310,618,11,7381,306,369,3062,-2
243780,Purdue University-Main Campus,2019,All students total,47412,60,3644,1466,2387,34,27991,1421,963,9446,-2
243780,Purdue University-Main Campus,2019,Undergraduate,35481,38,3029,1077,1868,28,22649,1229,698,4865,-2
243780,Purdue University-Main Campus,2019,Graduate,11931,22,615,389,519,6,5342,192,265,4581,-2
145637,University of Illinois Urbana-Champaign,2018,All students total,52716,31,8060,2781,4783,32,22753,1384,838,12054,-2
145637,University of Illinois Urbana-Champaign,2018,Undergraduate,35671,21,6504,2085,3880,26,15719,1082,500,5854,-2
145637,University of Illinois Urbana-Champaign,2018,Graduate,17045,10,1556,696,903,6,7034,302,338,6200,-2
147767,Northwestern University,2018,All students total,25464,29,3445,1374,2117,17,11247,868,2281,4086,-2
147767,Northwestern University,2018,Undergraduate,10066,11,1651,633,1193,5,4652,512,636,773,-2
147767,Northwestern University,2018,Graduate,15398,18,1794,741,924,12,6595,356,1645,3313,-2
151351,Indiana University-Bloomington,2018,All students total,46723,47,2530,2272,2687,18,30594,1668,279,6628,-2
151351,Indiana University-Bloomington,2018,Undergraduate,35008,34,1819,1761,2180,7,23967,1422,88,3730,-2
151351,Indiana University-Bloomington,2018,Graduate,11715,13,711,511,507,11,6627,246,191,2898,-2
153658,University of Iowa,2018,All students total,35876,63,1574,1189,2459,28,24471,1014,1496,3582,-2
153658,University of Iowa,2018,Undergraduate,27133,46,1105,920,2056,24,18771,810,1013,2388,-2
153658,University of Iowa,2018,Graduate,8743,17,469,269,403,4,5700,204,483,1194,-2
170976,University of Michigan-Ann Arbor,2018,All students total,47543,85,5694,2022,2664,24,25797,1639,2239,7379,-2
